cycle,state,pollster,fte_grade,population,office_type,answer,candidate_name,pct
2020,North Carolina,Siena College/New York Times Upshot,A+,lv,U.S. President,Sanders,Bernard Sanders,44.34
2020,North Carolina,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,48.42
2020,Wisconsin,Siena College/New York Times Upshot,A+,rv,U.S. President,Biden,Joseph R. Biden Jr.,46.75
2020,Wisconsin,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,43.26
2020,Wisconsin,Siena College/New York Times Upshot,A+,rv,U.S. President,Warren,Elizabeth Warren,45.72
2020,Wisconsin,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,45.64
2020,Wisconsin,Siena College/New York Times Upshot,A+,rv,U.S. President,Sanders,Bernard Sanders,47.44
2020,Wisconsin,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,45.48
2020,Wisconsin,Siena College/New York Times Upshot,A+,lv,U.S. President,Biden,Joseph R. Biden Jr.,46.15
2020,Wisconsin,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,44.33
2020,Wisconsin,Siena College/New York Times Upshot,A+,lv,U.S. President,Warren,Elizabeth Warren,44.97
2020,Wisconsin,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,46.57
2020,Wisconsin,Siena College/New York Times Upshot,A+,lv,U.S. President,Sanders,Bernard Sanders,46.76
2020,Wisconsin,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,46.47
2020,Michigan,Siena College/New York Times Upshot,A+,rv,U.S. President,Biden,Joseph R. Biden Jr.,44.41
2020,Michigan,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,44.65
2020,Michigan,Siena College/New York Times Upshot,A+,rv,U.S. President,Warren,Elizabeth Warren,39.28
2020,Michigan,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,45.53
2020,Michigan,Siena College/New York Times Upshot,A+,rv,U.S. President,Sanders,Bernard Sanders,45.04
2020,Michigan,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,42.89
2020,Michigan,Siena College/New York Times Upshot,A+,lv,U.S. President,Biden,Joseph R. Biden Jr.,45.39
2020,Michigan,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,44.07
2020,Michigan,Siena College/New York Times Upshot,A+,lv,U.S. President,Warren,Elizabeth Warren,40.43
2020,Michigan,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,44.67
2020,Michigan,Siena College/New York Times Upshot,A+,lv,U.S. President,Sanders,Bernard Sanders,45.62
2020,Michigan,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,42.39
2020,Pennsylvania,Siena College/New York Times Upshot,A+,rv,U.S. President,Biden,Joseph R. Biden Jr.,46.7
2020,Pennsylvania,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,43.96
2020,Pennsylvania,Siena College/New York Times Upshot,A+,rv,U.S. President,Warren,Elizabeth Warren,44.28
2020,Pennsylvania,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,44.66
2020,Pennsylvania,Siena College/New York Times Upshot,A+,rv,U.S. President,Sanders,Bernard Sanders,45.05
2020,Pennsylvania,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,43.82
2020,Pennsylvania,Siena College/New York Times Upshot,A+,lv,U.S. President,Biden,Joseph R. Biden Jr.,46.06
2020,Pennsylvania,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,44.85
2020,Pennsylvania,Siena College/New York Times Upshot,A+,lv,U.S. President,Warren,Elizabeth Warren,43.87
2020,Pennsylvania,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,45.9
2020,Pennsylvania,Siena College/New York Times Upshot,A+,lv,U.S. President,Sanders,Bernard Sanders,44.26
2020,Pennsylvania,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,44.84
2020,Washington,Public Policy Polling,B,lv,U.S. President,Warren,Elizabeth Warren,60.0
2020,Washington,Public Policy Polling,B,lv,U.S. President,Trump,Donald Trump,37.0
2020,Washington,Public Policy Polling,B,lv,U.S. President,Biden,Joseph R. Biden Jr.,59.0
2020,Washington,Public Policy Polling,B,lv,U.S. President,Trump,Donald Trump,37.0
2020,Washington,Public Policy Polling,B,lv,U.S. President,Sanders,Bernard Sanders,58.0
2020,Washington,Public Policy Polling,B,lv,U.S. President,Trump,Donald Trump,37.0
2020,Arizona,Siena College/New York Times Upshot,A+,rv,U.S. President,Biden,Joseph R. Biden Jr.,49.53
2020,Arizona,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,44.63
2020,Arizona,Siena College/New York Times Upshot,A+,rv,U.S. President,Warren,Elizabeth Warren,47.09
2020,Arizona,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,45.06
2020,Arizona,Siena College/New York Times Upshot,A+,rv,U.S. President,Sanders,Bernard Sanders,45.87
2020,Arizona,Siena College/New York Times Upshot,A+,rv,U.S. President,Trump,Donald Trump,47.23
2020,Arizona,Siena College/New York Times Upshot,A+,lv,U.S. President,Biden,Joseph R. Biden Jr.,48.51
2020,Arizona,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,46.16
2020,Arizona,Siena College/New York Times Upshot,A+,lv,U.S. President,Warren,Elizabeth Warren,46.3
2020,Arizona,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,46.7
2020,Arizona,Siena College/New York Times Upshot,A+,lv,U.S. President,Sanders,Bernard Sanders,44.7
2020,Arizona,Siena College/New York Times Upshot,A+,lv,U.S. President,Trump,Donald Trump,48.86
2020,,Civiqs,,rv,U.S. President,Warren,Elizabeth Warren,46.0
2020,,Civiqs,,rv,U.S. President,Pence,Mike Pence,42.0
2020,,Civiqs,,rv,U.S. President,Biden,Joseph R. Biden Jr.,46.0
2020,,Civiqs,,rv,U.S. President,Pence,Mike Pence,43.0
2020,,Civiqs,,rv,U.S. President,Sanders,Bernard Sanders,46.0
2020,,Civiqs,,rv,U.S. President,Pence,Mike Pence,43.0
2020,,Civiqs,,rv,U.S. President,Buttigieg,Pete Buttigieg,43.0
2020,,Civiqs,,rv,U.S. President,Pence,Mike Pence,43.0
2020,,Emerson College,A-,rv,U.S. President,Biden,Joseph R. Biden Jr.,50.7
2020,,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,49.3
2020,,Emerson College,A-,rv,U.S. President,Sanders,Bernard Sanders,50.7
2020,,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,49.3
2020,,Emerson College,A-,rv,U.S. President,Warren,Elizabeth Warren,51.1
2020,,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,48.9
2020,,SSRS,A/B,rv,U.S. President,Sanders,Bernard Sanders,52.0
2020,,SSRS,A/B,rv,U.S. President,Trump,Donald Trump,43.0
2020,,SSRS,A/B,rv,U.S. President,Biden,Joseph R. Biden Jr.,53.0
2020,,SSRS,A/B,rv,U.S. President,Trump,Donald Trump,43.0
2020,,SSRS,A/B,rv,U.S. President,Warren,Elizabeth Warren,52.0
2020,,SSRS,A/B,rv,U.S. President,Trump,Donald Trump,44.0
2020,,SSRS,A/B,rv,U.S. President,Buttigieg,Pete Buttigieg,50.0
2020,,SSRS,A/B,rv,U.S. President,Trump,Donald Trump,44.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Biden,Joseph R. Biden Jr.,48.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Trump,Donald Trump,43.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Warren,Elizabeth Warren,46.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Trump,Donald Trump,43.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Harris,Kamala D. Harris,41.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Trump,Donald Trump,44.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Buttigieg,Pete Buttigieg,42.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Trump,Donald Trump,43.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Biden,Joseph R. Biden Jr.,49.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Pence,Mike Pence,38.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Warren,Elizabeth Warren,46.0
2020,Florida,University of North Florida,A/B,rv,U.S. President,Pence,Mike Pence,40.0
2020,,Ipsos,B-,a,U.S. President,Biden,Joseph R. Biden Jr.,43.0
2020,,Ipsos,B-,a,U.S. President,Trump,Donald Trump,35.0
2020,,Ipsos,B-,rv,U.S. President,Biden,Joseph R. Biden Jr.,47.0
2020,,Ipsos,B-,rv,U.S. President,Trump,Donald Trump,38.0
2020,,Ipsos,B-,a,U.S. President,Sanders,Bernard Sanders,42.0
2020,,Ipsos,B-,a,U.S. President,Trump,Donald Trump,36.0
2020,,Ipsos,B-,rv,U.S. President,Sanders,Bernard Sanders,44.0
2020,,Ipsos,B-,rv,U.S. President,Trump,Donald Trump,39.0
2020,,Ipsos,B-,a,U.S. President,Warren,Elizabeth Warren,40.0
2020,,Ipsos,B-,a,U.S. President,Trump,Donald Trump,36.0
2020,,Ipsos,B-,rv,U.S. President,Warren,Elizabeth Warren,43.0
2020,,Ipsos,B-,rv,U.S. President,Trump,Donald Trump,40.0
2020,Wisconsin,Marquette University Law School,A/B,rv,U.S. President,Biden,Joseph R. Biden Jr.,50.0
2020,Wisconsin,Marquette University Law School,A/B,rv,U.S. President,Trump,Donald Trump,44.0
2020,Wisconsin,Marquette University Law School,A/B,rv,U.S. President,Sanders,Bernard Sanders,48.0
2020,Wisconsin,Marquette University Law School,A/B,rv,U.S. President,Trump,Donald Trump,46.0
2020,Wisconsin,Marquette University Law School,A/B,rv,U.S. President,Warren,Elizabeth Warren,47.0
2020,Wisconsin,Marquette University Law School,A/B,rv,U.S. President,Trump,Donald Trump,46.0
2020,Wisconsin,Marquette University Law School,A/B,rv,U.S. President,Buttigieg,Pete Buttigieg,43.0
2020,Wisconsin,Marquette University Law School,A/B,rv,U.S. President,Trump,Donald Trump,45.0
2020,,SurveyUSA,A,rv,U.S. President,Biden,Joseph R. Biden Jr.,52.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,41.0
2020,,SurveyUSA,A,rv,U.S. President,Biden,Joseph R. Biden Jr.,51.0
2020,,SurveyUSA,A,rv,U.S. President,Pence,Mike Pence,39.0
2020,,SurveyUSA,A,rv,U.S. President,Biden,Joseph R. Biden Jr.,51.0
2020,,SurveyUSA,A,rv,U.S. President,Haley,Nimrata R. Haley,28.0
2020,,SurveyUSA,A,rv,U.S. President,Harris,Kamala D. Harris,47.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,44.0
2020,,SurveyUSA,A,rv,U.S. President,Harris,Kamala D. Harris,44.0
2020,,SurveyUSA,A,rv,U.S. President,Pence,Mike Pence,43.0
2020,,SurveyUSA,A,rv,U.S. President,Harris,Kamala D. Harris,40.0
2020,,SurveyUSA,A,rv,U.S. President,Haley,Nimrata R. Haley,31.0
2020,,SurveyUSA,A,rv,U.S. President,Buttigieg,Pete Buttigieg,44.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,43.0
2020,,SurveyUSA,A,rv,U.S. President,Buttigieg,Pete Buttigieg,40.0
2020,,SurveyUSA,A,rv,U.S. President,Pence,Mike Pence,43.0
2020,,SurveyUSA,A,rv,U.S. President,Buttigieg,Pete Buttigieg,36.0
2020,,SurveyUSA,A,rv,U.S. President,Haley,Nimrata R. Haley,33.0
2020,,SurveyUSA,A,rv,U.S. President,Warren,Elizabeth Warren,48.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,44.0
2020,,SurveyUSA,A,rv,U.S. President,Warren,Elizabeth Warren,46.0
2020,,SurveyUSA,A,rv,U.S. President,Pence,Mike Pence,42.0
2020,,SurveyUSA,A,rv,U.S. President,Warren,Elizabeth Warren,44.0
2020,,SurveyUSA,A,rv,U.S. President,Haley,Nimrata R. Haley,31.0
2020,,SurveyUSA,A,rv,U.S. President,Sanders,Bernard Sanders,50.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,42.0
2020,,SurveyUSA,A,rv,U.S. President,Sanders,Bernard Sanders,50.0
2020,,SurveyUSA,A,rv,U.S. President,Pence,Mike Pence,39.0
2020,,SurveyUSA,A,rv,U.S. President,Sanders,Bernard Sanders,49.0
2020,,SurveyUSA,A,rv,U.S. President,Haley,Nimrata R. Haley,32.0
2020,California,SurveyUSA,A,rv,U.S. President,Biden,Joseph R. Biden Jr.,59.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,32.0
2020,California,SurveyUSA,A,rv,U.S. President,Biden,Joseph R. Biden Jr.,58.0
2020,California,SurveyUSA,A,rv,U.S. President,Pence,Mike Pence,30.0
2020,California,SurveyUSA,A,rv,U.S. President,Biden,Joseph R. Biden Jr.,56.0
2020,California,SurveyUSA,A,rv,U.S. President,Haley,Nimrata R. Haley,21.0
2020,California,SurveyUSA,A,rv,U.S. President,Harris,Kamala D. Harris,57.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,35.0
2020,California,SurveyUSA,A,rv,U.S. President,Harris,Kamala D. Harris,55.0
2020,California,SurveyUSA,A,rv,U.S. President,Pence,Mike Pence,33.0
2020,California,SurveyUSA,A,rv,U.S. President,Harris,Kamala D. Harris,52.0
2020,California,SurveyUSA,A,rv,U.S. President,Haley,Nimrata R. Haley,23.0
2020,California,SurveyUSA,A,rv,U.S. President,Buttigieg,Pete Buttigieg,52.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,34.0
2020,California,SurveyUSA,A,rv,U.S. President,Buttigieg,Pete Buttigieg,45.0
2020,California,SurveyUSA,A,rv,U.S. President,Pence,Mike Pence,34.0
2020,California,SurveyUSA,A,rv,U.S. President,Buttigieg,Pete Buttigieg,44.0
2020,California,SurveyUSA,A,rv,U.S. President,Haley,Nimrata R. Haley,24.0
2020,California,SurveyUSA,A,rv,U.S. President,Warren,Elizabeth Warren,56.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,35.0
2020,California,SurveyUSA,A,rv,U.S. President,Warren,Elizabeth Warren,55.0
2020,California,SurveyUSA,A,rv,U.S. President,Pence,Mike Pence,33.0
2020,California,SurveyUSA,A,rv,U.S. President,Warren,Elizabeth Warren,52.0
2020,California,SurveyUSA,A,rv,U.S. President,Haley,Nimrata R. Haley,23.0
2020,California,SurveyUSA,A,rv,U.S. President,Sanders,Bernard Sanders,59.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,33.0
2020,California,SurveyUSA,A,rv,U.S. President,Sanders,Bernard Sanders,58.0
2020,California,SurveyUSA,A,rv,U.S. President,Pence,Mike Pence,31.0
2020,California,SurveyUSA,A,rv,U.S. President,Sanders,Bernard Sanders,58.0
2020,California,SurveyUSA,A,rv,U.S. President,Haley,Nimrata R. Haley,23.0
2020,Minnesota,Mason-Dixon Polling & Research Inc.,B+,rv,U.S. President,Biden,Joseph R. Biden Jr.,50.0
2020,Minnesota,Mason-Dixon Polling & Research Inc.,B+,rv,U.S. President,Trump,Donald Trump,38.0
2020,Minnesota,Mason-Dixon Polling & Research Inc.,B+,rv,U.S. President,Warren,Elizabeth Warren,51.0
2020,Minnesota,Mason-Dixon Polling & Research Inc.,B+,rv,U.S. President,Trump,Donald Trump,40.0
2020,Minnesota,Mason-Dixon Polling & Research Inc.,B+,rv,U.S. President,Sanders,Bernard Sanders,49.0
2020,Minnesota,Mason-Dixon Polling & Research Inc.,B+,rv,U.S. President,Trump,Donald Trump,40.0
2020,Minnesota,Mason-Dixon Polling & Research Inc.,B+,rv,U.S. President,Klobuchar,Amy Klobuchar,55.0
2020,Minnesota,Mason-Dixon Polling & Research Inc.,B+,rv,U.S. President,Trump,Donald Trump,38.0
2020,Iowa,Emerson College,A-,rv,U.S. President,Biden,Joseph R. Biden Jr.,49.4
2020,Iowa,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,50.6
2020,Iowa,Emerson College,A-,rv,U.S. President,Sanders,Bernard Sanders,50.6
2020,Iowa,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,49.4
2020,Iowa,Emerson College,A-,rv,U.S. President,Warren,Elizabeth Warren,49.0
2020,Iowa,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,51.0
2020,Maine,Public Policy Polling,B,v,U.S. President,Biden,Joseph R. Biden Jr.,54.0
2020,Maine,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,42.0
2020,Maine,Public Policy Polling,B,v,U.S. President,Buttigieg,Pete Buttigieg,52.0
2020,Maine,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,43.0
2020,Maine,Public Policy Polling,B,v,U.S. President,Harris,Kamala D. Harris,50.0
2020,Maine,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,44.0
2020,Maine,Public Policy Polling,B,v,U.S. President,Sanders,Bernard Sanders,53.0
2020,Maine,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,43.0
2020,Maine,Public Policy Polling,B,v,U.S. President,Warren,Elizabeth Warren,53.0
2020,Maine,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,43.0
2020,Maine CD-1,Public Policy Polling,B,v,U.S. President,Biden,Joseph R. Biden Jr.,58.0
2020,Maine CD-1,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,38.0
2020,Maine CD-1,Public Policy Polling,B,v,U.S. President,Buttigieg,Pete Buttigieg,58.0
2020,Maine CD-1,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,38.0
2020,Maine CD-1,Public Policy Polling,B,v,U.S. President,Harris,Kamala D. Harris,57.0
2020,Maine CD-1,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,39.0
2020,Maine CD-1,Public Policy Polling,B,v,U.S. President,Sanders,Bernard Sanders,57.0
2020,Maine CD-1,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,39.0
2020,Maine CD-1,Public Policy Polling,B,v,U.S. President,Warren,Elizabeth Warren,57.0
2020,Maine CD-1,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,39.0
2020,Maine CD-2,Public Policy Polling,B,v,U.S. President,Biden,Joseph R. Biden Jr.,49.0
2020,Maine CD-2,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,46.0
2020,Maine CD-2,Public Policy Polling,B,v,U.S. President,Buttigieg,Pete Buttigieg,44.0
2020,Maine CD-2,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,49.0
2020,Maine CD-2,Public Policy Polling,B,v,U.S. President,Harris,Kamala D. Harris,43.0
2020,Maine CD-2,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,49.0
2020,Maine CD-2,Public Policy Polling,B,v,U.S. President,Sanders,Bernard Sanders,49.0
2020,Maine CD-2,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,47.0
2020,Maine CD-2,Public Policy Polling,B,v,U.S. President,Warren,Elizabeth Warren,47.0
2020,Maine CD-2,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,48.0
2020,Ohio,Public Policy Polling,B,v,U.S. President,Biden,Joseph R. Biden Jr.,48.0
2020,Ohio,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,46.0
2020,Ohio,Public Policy Polling,B,v,U.S. President,Buttigieg,Pete Buttigieg,43.0
2020,Ohio,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,47.0
2020,Ohio,Public Policy Polling,B,v,U.S. President,Harris,Kamala D. Harris,43.0
2020,Ohio,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,47.0
2020,Ohio,Public Policy Polling,B,v,U.S. President,Sanders,Bernard Sanders,47.0
2020,Ohio,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,47.0
2020,Ohio,Public Policy Polling,B,v,U.S. President,Warren,Elizabeth Warren,47.0
2020,Ohio,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,47.0
2020,North Carolina,East Carolina University,,rv,U.S. President,Biden,Joseph R. Biden Jr.,49.7
2020,North Carolina,East Carolina University,,rv,U.S. President,Trump,Donald Trump,46.4
2020,North Carolina,East Carolina University,,rv,U.S. President,Sanders,Bernard Sanders,48.5
2020,North Carolina,East Carolina University,,rv,U.S. President,Trump,Donald Trump,47.7
2020,North Carolina,East Carolina University,,rv,U.S. President,Warren,Elizabeth Warren,47.6
2020,North Carolina,East Carolina University,,rv,U.S. President,Trump,Donald Trump,48.5
2020,North Carolina,East Carolina University,,rv,U.S. President,Harris,Kamala D. Harris,46.9
2020,North Carolina,East Carolina University,,rv,U.S. President,Trump,Donald Trump,49.3
2020,North Carolina,East Carolina University,,rv,U.S. President,Buttigieg,Pete Buttigieg,46.8
2020,North Carolina,East Carolina University,,rv,U.S. President,Trump,Donald Trump,49.4
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Biden,Joseph R. Biden Jr.,50.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Trump,Donald Trump,40.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Warren,Elizabeth Warren,50.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Trump,Donald Trump,40.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Sanders,Bernard Sanders,49.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Trump,Donald Trump,40.0
2020,,Quinnipiac University,B+,rv,U.S. President,Biden,Joseph R. Biden Jr.,51.0
2020,,Quinnipiac University,B+,rv,U.S. President,Trump,Donald Trump,40.0
2020,,Quinnipiac University,B+,rv,U.S. President,Sanders,Bernard Sanders,49.0
2020,,Quinnipiac University,B+,rv,U.S. President,Trump,Donald Trump,42.0
2020,,Quinnipiac University,B+,rv,U.S. President,Warren,Elizabeth Warren,49.0
2020,,Quinnipiac University,B+,rv,U.S. President,Trump,Donald Trump,41.0
2020,Ohio,Climate Nexus,,rv,U.S. President,Biden,Joseph R. Biden Jr.,53.0
2020,Ohio,Climate Nexus,,rv,U.S. President,Trump,Donald Trump,47.0
2020,Ohio,Climate Nexus,,rv,U.S. President,Sanders,Bernard Sanders,52.0
2020,Ohio,Climate Nexus,,rv,U.S. President,Trump,Donald Trump,48.0
2020,Ohio,Climate Nexus,,rv,U.S. President,Warren,Elizabeth Warren,51.0
2020,Ohio,Climate Nexus,,rv,U.S. President,Trump,Donald Trump,49.0
2020,Ohio,Climate Nexus,,rv,U.S. President,Harris,Kamala D. Harris,50.0
2020,Ohio,Climate Nexus,,rv,U.S. President,Trump,Donald Trump,50.0
2020,Ohio,Climate Nexus,,rv,U.S. President,Buttigieg,Pete Buttigieg,50.0
2020,Ohio,Climate Nexus,,rv,U.S. President,Trump,Donald Trump,50.0
2020,North Carolina,Meredith College,,rv,U.S. President,Biden,Joseph R. Biden Jr.,34.6
2020,North Carolina,Meredith College,,rv,U.S. President,Trump,Donald Trump,38.4
2020,North Carolina,Meredith College,,rv,U.S. President,Warren,Elizabeth Warren,33.0
2020,North Carolina,Meredith College,,rv,U.S. President,Trump,Donald Trump,39.1
2020,North Carolina,Meredith College,,rv,U.S. President,Sanders,Bernard Sanders,32.5
2020,North Carolina,Meredith College,,rv,U.S. President,Trump,Donald Trump,38.8
2020,North Carolina,Meredith College,,rv,U.S. President,Harris,Kamala D. Harris,28.4
2020,North Carolina,Meredith College,,rv,U.S. President,Trump,Donald Trump,39.1
2020,North Carolina,Meredith College,,rv,U.S. President,Buttigieg,Pete Buttigieg,27.0
2020,North Carolina,Meredith College,,rv,U.S. President,Trump,Donald Trump,39.0
2020,North Carolina,Public Policy Polling,B,v,U.S. President,Biden,Joseph R. Biden Jr.,51.0
2020,North Carolina,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,46.0
2020,North Carolina,Public Policy Polling,B,v,U.S. President,Buttigieg,Pete Buttigieg,46.0
2020,North Carolina,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,47.0
2020,North Carolina,Public Policy Polling,B,v,U.S. President,Harris,Kamala D. Harris,47.0
2020,North Carolina,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,47.0
2020,North Carolina,Public Policy Polling,B,v,U.S. President,Sanders,Bernard Sanders,50.0
2020,North Carolina,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,47.0
2020,North Carolina,Public Policy Polling,B,v,U.S. President,Warren,Elizabeth Warren,49.0
2020,North Carolina,Public Policy Polling,B,v,U.S. President,Trump,Donald Trump,46.0
2020,,Rasmussen Reports/Pulse Opinion Research,C+,lv,U.S. President,Clinton,Hillary Rodham Clinton,45.0
2020,,Rasmussen Reports/Pulse Opinion Research,C+,lv,U.S. President,Trump,Donald Trump,45.0
2020,Virginia,Virginia Commonwealth University,B/C,a,U.S. President,Biden,Joseph R. Biden Jr.,52.0
2020,Virginia,Virginia Commonwealth University,B/C,a,U.S. President,Trump,Donald Trump,44.0
2020,Virginia,Virginia Commonwealth University,B/C,a,U.S. President,Warren,Elizabeth Warren,51.0
2020,Virginia,Virginia Commonwealth University,B/C,a,U.S. President,Trump,Donald Trump,44.0
2020,Virginia,Virginia Commonwealth University,B/C,a,U.S. President,Sanders,Bernard Sanders,49.0
2020,Virginia,Virginia Commonwealth University,B/C,a,U.S. President,Trump,Donald Trump,46.0
2020,Virginia,Virginia Commonwealth University,B/C,rv,U.S. President,Biden,Joseph R. Biden Jr.,52.0
2020,Virginia,Virginia Commonwealth University,B/C,rv,U.S. President,Trump,Donald Trump,44.0
2020,Virginia,Virginia Commonwealth University,B/C,rv,U.S. President,Warren,Elizabeth Warren,50.0
2020,Virginia,Virginia Commonwealth University,B/C,rv,U.S. President,Trump,Donald Trump,46.0
2020,Virginia,Virginia Commonwealth University,B/C,rv,U.S. President,Sanders,Bernard Sanders,48.0
2020,Virginia,Virginia Commonwealth University,B/C,rv,U.S. President,Trump,Donald Trump,47.0
2020,Virginia,Virginia Commonwealth University,B/C,lv,U.S. President,Biden,Joseph R. Biden Jr.,51.0
2020,Virginia,Virginia Commonwealth University,B/C,lv,U.S. President,Trump,Donald Trump,46.0
2020,Virginia,Virginia Commonwealth University,B/C,lv,U.S. President,Warren,Elizabeth Warren,49.0
2020,Virginia,Virginia Commonwealth University,B/C,lv,U.S. President,Trump,Donald Trump,47.0
2020,Virginia,Virginia Commonwealth University,B/C,lv,U.S. President,Sanders,Bernard Sanders,46.0
2020,Virginia,Virginia Commonwealth University,B/C,lv,U.S. President,Trump,Donald Trump,49.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Biden,Joseph R. Biden Jr.,45.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,47.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Sanders,Bernard Sanders,44.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,46.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Warren,Elizabeth Warren,45.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,45.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Harris,Kamala D. Harris,41.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,47.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Buttigieg,Pete Buttigieg,38.0
