cycle,branch,state,pollster,grade,population,adjpoll_clinton,adjpoll_trump
2016,President,U.S.,CVOTER International,C+,lv,48.14614,43.66616
2016,President,U.S.,Ipsos,A-,lv,48.07295,35.30442
2016,President,Minnesota,"Mason-Dixon Polling & Research, Inc.",B+,rv,40.70547,39.25222
2016,President,U.S.,CVOTER International,C+,lv,46.895270000000004,44.84993
2016,President,U.S.,Ipsos,A-,lv,45.46295,34.99928
2016,President,U.S.,CVOTER International,C+,lv,43.88185,39.3336
2016,President,U.S.,USC Dornsife/LA Times,,lv,47.17658,41.556979999999996
2016,President,U.S.,Ipsos,A-,lv,46.7534,32.99085
2016,President,U.S.,CVOTER International,C+,lv,43.897529999999996,41.1215
2016,President,U.S.,CVOTER International,C+,lv,43.81001,43.07452
2016,President,U.S.,The Times-Picayune/Lucid,,lv,47.8688,38.84903
2016,President,U.S.,Ipsos,A-,lv,45.04507,33.38115
2016,President,U.S.,CVOTER International,C+,lv,43.46668,44.86432
2016,President,New Hampshire,University of Massachusetts Lowell,B,rv,43.88824,40.54473
2016,President,U.S.,CVOTER International,C+,lv,47.127959999999995,44.76182
2016,President,U.S.,Ipsos,A-,lv,44.93376,33.5777
2016,President,U.S.,CVOTER International,C+,lv,46.148579999999995,45.45519
2016,President,U.S.,The Times-Picayune/Lucid,,lv,48.786,40.93045
2016,President,U.S.,USC Dornsife/LA Times,,lv,45.70234,42.42445
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,44.75827,40.59895
2016,President,U.S.,Ipsos,A-,lv,44.52646,32.2741
2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.84683,41.87409
2016,President,U.S.,CVOTER International,C+,lv,46.42145,45.22685
2016,President,U.S.,CVOTER International,C+,lv,43.45601,45.7201
2016,President,U.S.,CVOTER International,C+,lv,45.43677,45.5154
2016,President,U.S.,Ipsos,A-,lv,45.118320000000004,32.16832
2016,President,U.S.,Ipsos,A-,lv,45.10958,33.75501
2016,President,U.S.,CVOTER International,C+,lv,45.05786,45.83652
2016,President,U.S.,The Times-Picayune/Lucid,,lv,50.80279,38.93907
2016,President,U.S.,USC Dornsife/LA Times,,lv,46.31156,42.67778
2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.82647,42.89663
2016,President,U.S.,CNN/Opinion Research Corp.,A-,rv,50.19313,44.070029999999996
2016,President,U.S.,SurveyMonkey,C-,rv,45.11716,42.65336
2016,President,U.S.,Suffolk University,B+,lv,40.74275,45.19511
2016,President,Virginia,Hampton University,B,lv,47.831920000000004,38.75778
2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.81654,42.91615
2016,President,U.S.,YouGov,B,rv,42.975609999999996,42.39213
2016,President,U.S.,Google Consumer Surveys,B,lv,41.49536,40.06728
2016,President,New Hampshire,University of Massachusetts Lowell,B,rv,44.89526,40.52064
2016,President,U.S.,Ipsos,A-,lv,47.36264,34.79867
2016,President,U.S.,USC Dornsife/LA Times,,lv,46.4225,42.84211
2016,President,New Jersey,Fairleigh Dickinson University (PublicMind),A,rv,51.16059,39.24588
2016,President,U.S.,Morning Consult,,rv,46.689029999999995,44.85738
2016,President,U.S.,Ipsos,A-,lv,46.54489,34.78436
2016,President,U.S.,CVOTER International,C+,lv,43.9591,46.1544
2016,President,U.S.,Ipsos,A-,lv,45.97582,35.11667
2016,President,U.S.,CVOTER International,C+,lv,44.45823,46.18773
2016,President,Florida,Saint Leo University,C+,lv,48.53322,37.94634
2016,President,U.S.,The Times-Picayune/Lucid,,lv,48.80727,40.92977
2016,President,U.S.,Ipsos,A-,lv,46.09912,33.24535
2016,President,Iowa,Public Policy Polling,B+,v,39.94231,41.52548
2016,President,U.S.,USC Dornsife/LA Times,,lv,46.62061,42.78784
2016,President,U.S.,Ipsos,A-,lv,46.32543,35.87025
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,40.84825,40.699090000000005
2016,President,U.S.,Zogby Interactive/JZ Analytics,C-,lv,51.22579,38.17333
2016,President,U.S.,Ipsos,A-,lv,46.7071,36.25687
2016,President,U.S.,USC Dornsife/LA Times,,lv,46.53102,43.10137
2016,President,New Hampshire,University of Massachusetts Lowell,B,rv,42.905190000000005,41.49698
2016,President,U.S.,Gravis Marketing,B-,rv,48.96391,47.86497
2016,President,U.S.,Ipsos,A-,lv,45.690690000000004,36.8433
2016,President,U.S.,USC Dornsife/LA Times,,lv,46.18077,43.26383
2016,President,U.S.,USC Dornsife/LA Times,,lv,46.118829999999996,43.50537
2016,President,U.S.,Quinnipiac University,A-,rv,43.58174,44.20558
2016,President,U.S.,USC Dornsife/LA Times,,lv,46.82695,43.82323
2016,President,U.S.,Zogby Interactive/JZ Analytics,C-,lv,45.18183,43.08039
2016,President,U.S.,Ipsos,A-,lv,45.9871,32.33359
2016,President,U.S.,Morning Consult,,rv,44.55605,43.76965
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,40.78152,40.63069
2016,President,U.S.,Ipsos,A-,lv,45.77114,35.8308
2016,President,U.S.,USC Dornsife/LA Times,,lv,45.45497,43.93056
2016,President,U.S.,USC Dornsife/LA Times,,lv,46.613820000000004,43.24151
2016,President,U.S.,USC Dornsife/LA Times,,lv,45.69984,44.16959
2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,47.08783,44.238609999999994
2016,President,U.S.,NBC News/Wall Street Journal,A-,rv,48.37509,43.01193
2016,President,Kansas,Fort Hays State University,C-,a,35.12917,47.86329
2016,President,U.S.,Ipsos,A-,lv,45.85042,36.42086
2016,President,New Hampshire,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,46.98879,39.23964
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.835,44.52234
2016,President,U.S.,Ipsos,A-,lv,45.52966,36.510940000000005
2016,President,U.S.,Ipsos,A-,lv,44.10944,36.89922
2016,President,U.S.,Ipsos,A-,lv,42.88746,38.290209999999995
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.96413,44.11611
2016,President,U.S.,SurveyMonkey,C-,rv,44.72551,42.082879999999996
2016,President,U.S.,USC Dornsife/LA Times,,lv,46.20554,41.8805
2016,President,U.S.,USC Dornsife/LA Times,,lv,46.248870000000004,41.49071
2016,President,U.S.,The Times-Picayune/Lucid,,lv,47.784929999999996,39.9113
2016,President,U.S.,Ipsos,A-,lv,41.76265,39.48838
2016,President,U.S.,USC Dornsife/LA Times,,lv,45.046820000000004,44.26801
2016,President,U.S.,USC Dornsife/LA Times,,lv,45.09796,43.100590000000004
2016,President,Arizona,Strategies 360,B,lv,40.1995,42.75058
2016,President,U.S.,USC Dornsife/LA Times,,lv,45.356390000000005,41.64768
2016,President,U.S.,USC Dornsife/LA Times,,lv,45.48486,42.476290000000006
2016,President,Alaska,Ivan Moore Research,C,rv,41.65445,48.04663
2016,President,U.S.,Ipsos,A-,lv,43.440709999999996,38.27579
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.93708,43.15392
2016,President,U.S.,Ipsos,A-,lv,41.91879,38.1632
2016,President,U.S.,The Times-Picayune/Lucid,,lv,47.78989,39.88232
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.24031,44.14304
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.940709999999996,42.15979
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,40.423809999999996,40.35388
2016,President,Alabama,Strategy Research,,rv,30.8459,67.32191
2016,President,U.S.,Morning Consult,,rv,43.935970000000005,40.11372
2016,President,U.S.,Ipsos,A-,lv,41.397940000000006,38.65574
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.91672,43.782709999999994
2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.82172,40.83852
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.93894,41.76204
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.037440000000004,44.701370000000004
2016,President,U.S.,Ipsos,A-,lv,42.17958,37.54653
2016,President,U.S.,Marist College,A,rv,50.03764,41.48533
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.40562,44.22159
2016,President,U.S.,Public Policy Polling,B+,v,44.946740000000005,40.210770000000004
2016,President,U.S.,Ipsos,A-,lv,43.878190000000004,34.12388
2016,President,U.S.,Ipsos,A-,lv,42.358309999999996,37.74027
2016,President,U.S.,Ipsos,A-,lv,41.22761,38.84825
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.44358,41.6796
2016,President,U.S.,Google Consumer Surveys,B,lv,44.50569,39.511390000000006
2016,President,U.S.,Ipsos,A-,lv,41.69882,38.25659
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.55395,41.096059999999994
2016,President,U.S.,Emerson College,B,rv,47.18688,45.03668
2016,President,Florida,Florida Atlantic University,C+,rv,44.60415,48.31804
2016,President,U.S.,Ipsos,A-,lv,42.3755,37.95471
2016,President,U.S.,YouGov,B,rv,44.14553,43.168929999999996
2016,President,U.S.,Ipsos,A-,lv,42.74559,39.24387
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,37.288759999999996,43.31375
2016,President,U.S.,Quinnipiac University,A-,rv,45.65405,41.98668
2016,President,U.S.,Morning Consult,,rv,45.954640000000005,42.6541
2016,President,U.S.,Morning Consult,,rv,44.20104,44.70022
2016,President,U.S.,USC Dornsife/LA Times,,lv,43.67007,41.007
2016,President,Iowa,Morning Consult,,rv,41.85953,41.09665
2016,President,U.S.,Ipsos,A-,lv,42.314479999999996,39.54705
2016,President,South Carolina,Morning Consult,,rv,42.21781,45.55769
2016,President,U.S.,USC Dornsife/LA Times,,lv,43.169109999999996,42.11978
2016,President,U.S.,Ipsos,A-,lv,43.27465,38.64151
2016,President,U.S.,Ipsos,A-,lv,42.53065,39.74061
2016,President,U.S.,USC Dornsife/LA Times,,lv,43.04776,42.52574
2016,President,U.S.,Ipsos,A-,lv,41.89078,40.83324
2016,President,U.S.,CNN/Opinion Research Corp.,A-,rv,46.45732,46.32761
2016,President,U.S.,Ipsos,A-,lv,39.74915,41.3296
2016,President,U.S.,Ipsos,A-,lv,42.50666,39.1181
2016,President,New Hampshire,Morning Consult,,rv,45.40125,38.46687
2016,President,U.S.,USC Dornsife/LA Times,,lv,42.93247,42.4286
2016,President,U.S.,Ipsos,A-,lv,40.367670000000004,41.00768
2016,President,U.S.,Ipsos,A-,lv,39.028259999999996,41.09539
2016,President,U.S.,Morning Consult,,rv,42.66019,41.950309999999995
2016,President,U.S.,Ipsos,A-,lv,41.28504,38.480579999999996
2016,President,South Carolina,Public Policy Polling,B+,v,40.63694,45.19826
2016,President,U.S.,Ipsos,A-,lv,43.64261,37.46718
2016,President,U.S.,SurveyMonkey,C-,rv,45.69723,43.084309999999995
2016,President,Missouri,Remington,,lv,35.33297,41.49557
2016,President,U.S.,USC Dornsife/LA Times,,lv,43.02088,41.63045
2016,President,U.S.,Ipsos,A-,lv,44.06946,36.312670000000004
2016,President,U.S.,Ipsos,A-,lv,43.99862,37.554520000000004
2016,President,U.S.,Ipsos,A-,lv,43.159209999999995,38.607490000000006
2016,President,U.S.,Ipsos,A-,lv,43.909420000000004,38.8108
2016,President,Montana,Montana State University Billings,B+,a,29.066090000000003,49.7611
2016,President,U.S.,Ipsos,A-,lv,43.65382,38.617979999999996
2016,President,U.S.,Ipsos,A-,lv,45.653659999999995,37.6266
2016,President,U.S.,Ipsos,A-,lv,45.25237,37.14414
2016,President,U.S.,Ipsos,A-,lv,45.805890000000005,37.6187
2016,President,U.S.,Ipsos,A-,lv,42.47697,37.301809999999996
2016,President,Nevada,Morning Consult,,rv,41.54632,44.81812
2016,President,U.S.,SurveyMonkey,C-,rv,45.85499,41.99906
2016,President,U.S.,Ipsos,A-,lv,43.01809,37.506370000000004
2016,President,U.S.,YouGov,B,rv,41.94576,43.9119
2016,President,U.S.,Ipsos,A-,lv,42.93695,37.09621
2016,President,U.S.,Ipsos,A-,lv,47.00302,36.2354
2016,President,U.S.,Ipsos,A-,lv,43.292320000000004,36.097640000000006
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,38.47057,42.17631
2016,President,U.S.,SurveyMonkey,C-,rv,42.72009,44.37365
2016,President,U.S.,NBC News/Wall Street Journal,A-,rv,49.61742,43.20536
2016,President,U.S.,Ipsos,A-,lv,45.14732,34.699870000000004
2016,President,U.S.,ABC News/Washington Post,A+,rv,47.886829999999996,43.38151
2016,President,Virginia,Roanoke College,C+,lv,50.165209999999995,34.949090000000005
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,37.37924,39.17187
2016,President,U.S.,Google Consumer Surveys,B,lv,43.235490000000006,39.25251
2016,President,U.S.,Ipsos,A-,lv,44.80919,35.700520000000004
2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,44.36352,48.29554
2016,President,U.S.,SurveyMonkey,C-,rv,41.84059,44.52042
2016,President,U.S.,Ipsos,A-,lv,43.26963,35.99781
2016,President,U.S.,Ipsos,A-,lv,44.53337,34.994240000000005
2016,President,U.S.,Ipsos,A-,lv,44.89249,33.890840000000004
2016,President,U.S.,Ipsos,A-,lv,43.453359999999996,35.186840000000004
2016,President,U.S.,Ipsos,A-,lv,43.91861,34.7815
2016,President,U.S.,Ipsos,A-,lv,44.58566,34.37593
2016,President,U.S.,Ipsos,A-,lv,43.51323,36.96601
2016,President,U.S.,Ipsos,A-,lv,43.65028,36.471070000000005
2016,President,U.S.,Morning Consult,,rv,46.68005,44.58531
2016,President,U.S.,Ipsos,A-,lv,44.38128,35.95729
2016,President,U.S.,SurveyMonkey,C-,rv,42.79016,42.556459999999994
2016,President,U.S.,Ipsos,A-,lv,44.15804,34.94579
2016,President,U.S.,Ipsos,A-,lv,45.12769,34.83902
2016,President,U.S.,SurveyMonkey,C-,rv,43.69265,42.58824
2016,President,U.S.,Morning Consult,,rv,47.53581,43.56951
2016,President,U.S.,Ipsos,A-,lv,46.19745,32.63205
2016,President,U.S.,CNN/Opinion Research Corp.,A-,rv,47.64948,45.46278
2016,President,U.S.,Ipsos,A-,lv,45.56812,31.924229999999998
2016,President,U.S.,Ipsos,A-,lv,43.14114,34.11455
2016,President,U.S.,Morning Consult,,rv,46.854079999999996,41.49773
2016,President,U.S.,SurveyMonkey,C-,rv,44.51282,42.58482
2016,President,U.S.,Suffolk University,B+,lv,45.6643,42.477779999999996
2016,President,U.S.,Ipsos,A-,lv,42.81152,33.906490000000005
2016,President,U.S.,Public Policy Polling,B+,v,41.22911,40.037859999999995
2016,President,U.S.,Quinnipiac University,A-,rv,46.929840000000006,39.83982
2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,49.470420000000004,38.78543
2016,President,U.S.,Ipsos,A-,lv,43.550540000000005,34.20428
2016,President,U.S.,Morning Consult,,rv,47.23557,44.55923
2016,President,U.S.,Ipsos,A-,lv,40.55955,34.88198
2016,President,U.S.,Ipsos,A-,lv,41.484790000000004,34.29476
2016,President,U.S.,Ipsos,A-,lv,41.87279,34.22087
2016,President,U.S.,Ipsos,A-,lv,44.928000000000004,32.98943
2016,President,U.S.,Ipsos,A-,lv,41.61645,34.15079
2016,President,U.S.,Ipsos,A-,lv,40.232079999999996,36.27178
2016,President,U.S.,Ipsos,A-,lv,41.398309999999995,34.63283
2016,President,U.S.,Ipsos,A-,lv,45.40688,33.77301
2016,President,U.S.,NBC News/Wall Street Journal,A-,rv,48.79864,41.3512
2016,President,U.S.,Ipsos,A-,lv,45.58044,33.66217
2016,President,U.S.,Morning Consult,,rv,47.045,41.540209999999995
2016,President,U.S.,Ipsos,A-,lv,43.55846,35.94724
2016,President,U.S.,Ipsos,A-,lv,43.7375,36.13066
2016,President,U.S.,Ipsos,A-,lv,41.91287,37.317240000000005
2016,President,U.S.,SurveyMonkey,C-,rv,44.60835,40.59963
2016,President,U.S.,Ipsos,A-,lv,41.98914,37.202020000000005
2016,President,U.S.,CNN/Opinion Research Corp.,A-,rv,47.75193,43.95466
2016,President,U.S.,Quinnipiac University,A-,rv,47.03617,40.302459999999996
2016,President,U.S.,Ipsos,A-,lv,41.86861,38.2827
2016,President,U.S.,Ipsos,A-,lv,41.55542,37.25127
2016,President,U.S.,Zogby Interactive/JZ Analytics,C-,lv,43.47237,46.99377
2016,President,U.S.,SurveyMonkey,C-,rv,44.44945,42.53541
2016,President,U.S.,Ipsos,A-,lv,38.72204,40.486709999999995
2016,President,U.S.,Ipsos,A-,lv,40.0131,39.95333
2016,President,U.S.,Ipsos,A-,lv,36.51805,40.87877
2016,President,U.S.,Ipsos,A-,lv,38.21663,40.767990000000005
2016,President,U.S.,Ipsos,A-,lv,40.314640000000004,40.5599
2016,President,U.S.,Ipsos,A-,lv,39.34518,38.20908
2016,President,U.S.,Saint Leo University,C+,lv,47.751529999999995,37.827459999999995
2016,President,U.S.,Morning Consult,,rv,45.64284,42.4095
2016,President,U.S.,Ipsos,A-,lv,40.61094,38.04334
2016,President,U.S.,Ipsos,A-,lv,41.60925,39.13505
2016,President,Florida,Florida Atlantic University,C+,rv,41.909240000000004,48.729240000000004
2016,President,U.S.,Ipsos,A-,lv,39.30764,39.72614
2016,President,U.S.,SurveyMonkey,C-,rv,47.04931,47.17962
2016,President,U.S.,Ipsos,A-,lv,40.607820000000004,38.50582
2016,President,U.S.,Ipsos,A-,lv,39.4071,38.41598
2016,President,U.S.,SurveyMonkey,C-,rv,48.18476,46.26475
2016,President,U.S.,Ipsos,A-,lv,42.71298,34.68233
2016,President,U.S.,Ipsos,A-,lv,41.10938,37.19493
2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,41.60438,46.0232
2016,President,U.S.,Ipsos,A-,lv,44.514790000000005,32.36926
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,39.28314,36.57245
2016,President,U.S.,Public Policy Polling,B+,v,43.36824,42.24252
2016,President,U.S.,Ipsos,A-,lv,43.41424,32.35689
2016,President,U.S.,SurveyMonkey,C-,rv,46.89819,45.120670000000004
2016,President,U.S.,Morning Consult,,rv,44.46389,42.28938
2016,President,U.S.,Ipsos,A-,lv,42.40814,32.246559999999995
2016,President,U.S.,Ipsos,A-,lv,43.70726,32.43957
2016,President,U.S.,Ipsos,A-,lv,42.71542,34.02797
2016,President,U.S.,Gravis Marketing,B-,rv,47.10538,49.51869
2016,President,Florida,Saint Leo University,C+,lv,46.41326,42.488890000000005
2016,President,U.S.,Ipsos,A-,lv,43.02179,34.71687
2016,President,U.S.,Morning Consult,,rv,47.33403,41.08485
2016,President,U.S.,Morning Consult,,rv,45.37157,42.167790000000004
2016,President,U.S.,Ipsos,A-,lv,42.33339,37.57443
2016,President,U.S.,Ipsos,A-,lv,43.52198,36.50695
2016,President,U.S.,Ipsos,A-,lv,42.34064,37.75605
2016,President,U.S.,Ipsos,A-,lv,41.14798,39.238170000000004
2016,President,U.S.,Ipsos,A-,lv,41.35958,38.62022
2016,President,U.S.,Ipsos,A-,lv,43.42604,36.19291
2016,President,U.S.,Ipsos,A-,lv,42.16948,38.200790000000005
2016,President,U.S.,Morning Consult,,rv,45.34301,41.12669
2016,President,U.S.,SurveyMonkey,C-,rv,47.67052,47.12101
2016,President,U.S.,Ipsos,A-,lv,41.87863,37.88131
2016,President,U.S.,Ipsos,A-,lv,39.31113,37.29501
2016,President,U.S.,Ipsos,A-,lv,39.40246,37.51654
2016,President,U.S.,Ipsos,A-,lv,41.88617,37.4597
2016,President,Virginia,Roanoke College,C+,rv,49.81532,36.2105
2016,President,U.S.,Ipsos,A-,lv,39.51936,36.97283
2016,President,U.S.,Ipsos,A-,lv,41.194340000000004,35.53758
2016,President,U.S.,Ipsos,A-,lv,39.926840000000006,37.851690000000005
2016,President,U.S.,Ipsos,A-,lv,42.2344,37.43243
2016,President,U.S.,SurveyMonkey,C-,rv,48.38248,46.047579999999996
2016,President,U.S.,Ipsos,A-,lv,43.54319,36.91339
2016,President,U.S.,SurveyMonkey,C-,rv,42.04929,38.9912
2016,President,U.S.,Ipsos,A-,lv,42.462309999999995,37.77105
2016,President,U.S.,Ipsos,A-,lv,41.173,37.649229999999996
2016,President,U.S.,Ipsos,A-,lv,43.25275,37.99221
2016,President,U.S.,Morning Consult,,rv,46.33453,42.00527
2016,President,U.S.,Ipsos,A-,lv,40.2822,38.32519
2016,President,U.S.,Ipsos,A-,lv,40.88852,37.403009999999995
2016,President,U.S.,Ipsos,A-,lv,41.3948,36.58245
2016,President,U.S.,Ipsos,A-,lv,42.90245,35.95814
2016,President,U.S.,Ipsos,A-,lv,45.509240000000005,33.43442
2016,President,U.S.,Ipsos,A-,lv,43.41478,35.41163
2016,President,U.S.,Ipsos,A-,lv,43.22034,35.69239
2016,President,U.S.,Ipsos,A-,lv,42.12625,36.672090000000004
2016,President,U.S.,Ipsos,A-,lv,44.65231,34.88782
2016,President,U.S.,Ipsos,A-,lv,42.03461,36.35215
2016,President,U.S.,Ipsos,A-,lv,42.44372,36.71133
2016,President,U.S.,Ipsos,A-,lv,43.9608,35.06408
2016,President,U.S.,Ipsos,A-,lv,40.33768,38.63445
2016,President,U.S.,Ipsos,A-,lv,44.46897,35.1408
2016,President,U.S.,SurveyMonkey,C-,rv,41.40052,44.4819
2016,President,U.S.,Ipsos,A-,lv,44.2776,35.216879999999996
2016,President,U.S.,SurveyMonkey,C-,rv,42.74905,37.980920000000005
2016,President,U.S.,Ipsos,A-,lv,43.584720000000004,35.89369
2016,President,U.S.,Gravis Marketing,B-,rv,49.2815,46.68803
2016,President,U.S.,SurveyMonkey,C-,rv,46.49015,40.95146
2016,President,U.S.,Morning Consult,,rv,44.36703,46.91476
2016,President,U.S.,Ipsos,A-,lv,42.8924,35.66985
2016,President,U.S.,Ipsos,A-,lv,43.99923,34.74552
2016,President,U.S.,Morning Consult,,rv,45.63857,42.15446
2016,President,U.S.,Ipsos,A-,lv,43.10517,35.4206
2016,President,U.S.,Morning Consult,,rv,45.54673,43.4511
2016,President,U.S.,Ipsos,A-,lv,44.31218,34.09576
2016,President,U.S.,Ipsos,A-,lv,43.12146,35.97044
2016,President,U.S.,Ipsos,A-,lv,40.42842,39.146390000000004
2016,President,U.S.,Ipsos,A-,lv,39.13573,40.32246
2016,President,U.S.,Ipsos,A-,lv,39.54359,39.29737
2016,President,U.S.,Morning Consult,,rv,44.68564,44.98264
2016,President,U.S.,SurveyMonkey,C-,rv,43.11266,34.80127
2016,President,U.S.,Ipsos,A-,lv,39.54885,38.37331
2016,President,U.S.,Ipsos,A-,lv,39.85411,36.84926
2016,President,U.S.,Ipsos,A-,lv,41.45925,34.82392
2016,President,U.S.,Ipsos,A-,lv,42.26423,33.99978
2016,President,U.S.,Ipsos,A-,lv,42.56852,34.877140000000004
2016,President,U.S.,Ipsos,A-,lv,41.57312,36.254220000000004
2016,President,U.S.,Morning Consult,,rv,43.46079,45.691140000000004
2016,President,U.S.,Ipsos,A-,lv,41.37935,35.530409999999996
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,35.742670000000004,34.99751
2016,President,U.S.,Ipsos,A-,lv,41.78552,34.70682
2016,President,U.S.,Ipsos,A-,lv,42.790620000000004,33.98332
2016,President,U.S.,Ipsos,A-,lv,38.01546,37.06377
2016,President,U.S.,Ipsos,A-,lv,40.996190000000006,33.96025
2016,President,U.S.,Ipsos,A-,lv,39.11009,37.08936
2016,President,U.S.,Ipsos,A-,lv,40.50104,34.636829999999996
2016,President,U.S.,Ipsos,A-,lv,39.82043,35.53823
2016,President,U.S.,Ipsos,A-,lv,39.5053,35.9134
2016,President,U.S.,Ipsos,A-,lv,39.72462,35.31387
2016,President,U.S.,Ipsos,A-,lv,40.55295,33.661640000000006
2016,President,U.S.,Ipsos,A-,lv,41.1478,33.68788
2016,President,U.S.,Ipsos,A-,lv,40.75864,33.534859999999995
2016,President,U.S.,Ipsos,A-,lv,40.72925,34.488659999999996
2016,President,U.S.,Ipsos,A-,lv,41.16384,32.7097
2016,President,U.S.,Morning Consult,,rv,42.72258,46.81895
2016,President,U.S.,Ipsos,A-,lv,40.36909,34.28461
2016,President,U.S.,Ipsos,A-,lv,40.07574,34.857620000000004
2016,President,U.S.,Ipsos,A-,lv,40.081509999999994,34.53201
2016,President,U.S.,Ipsos,A-,lv,40.48726,32.8061
2016,President,U.S.,Ipsos,A-,lv,41.19836,30.55645
2016,President,U.S.,Ipsos,A-,lv,39.693000000000005,32.38086
2016,President,U.S.,Ipsos,A-,lv,40.53389,34.06347
2016,President,U.S.,Ipsos,A-,lv,41.70433,29.93092
2016,President,U.S.,Morning Consult,,rv,46.8661,43.13749
2016,President,U.S.,Ipsos,A-,lv,41.51041,29.2053
2016,President,U.S.,Ipsos,A-,lv,41.438520000000004,34.538270000000004
2016,President,U.S.,Ipsos,A-,lv,40.61699,30.57925
2016,President,U.S.,Ipsos,A-,lv,41.52267,29.05415
2016,President,U.S.,Morning Consult,,rv,40.906279999999995,46.93643
2016,President,U.S.,Ipsos,A-,lv,35.94316,39.81307
2016,President,U.S.,Ipsos,A-,lv,41.02835,31.429040000000004
2016,President,U.S.,Morning Consult,,rv,44.9939,44.36318
2016,President,Utah,Ipsos,A-,lv,33.474990000000005,49.09816
2016,President,Utah,Dan Jones & Associates,C+,rv,29.44657,45.19368
2016,President,Michigan,EPIC-MRA,A-,lv,45.17637,38.20136
2016,President,New Hampshire,University of New Hampshire,B+,lv,43.96479,40.22668
2016,President,New Hampshire,Public Policy Polling,B+,v,47.45498,35.055609999999994
2016,President,New Jersey,Ipsos,A-,lv,47.96082,34.760220000000004
2016,President,Utah,Ipsos,A-,lv,27.981740000000002,47.6401
2016,President,Iowa,Marist College,A,rv,45.66093,41.46298
2016,President,Washington,Ipsos,A-,lv,49.61006,33.75542
2016,President,Wisconsin,Marquette University,A,rv,46.83435,39.52467
2016,President,New Hampshire,Public Policy Polling,B+,v,44.672090000000004,39.00136
2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.8373,40.82294
2016,President,Pennsylvania,Quinnipiac University,A-,rv,38.24242,44.56675
2016,President,North Carolina,SurveyUSA,A,lv,38.418659999999996,48.010220000000004
2016,President,Pennsylvania,Quinnipiac University,A-,rv,42.9739,40.5728
2016,President,Utah,Google Consumer Surveys,B,lv,33.12738,35.19947
2016,President,Pennsylvania,Marist College,A,rv,52.31613,42.36061
2016,President,Wisconsin,Marquette University,A,lv,45.95032,38.60608
2016,President,Utah,Dan Jones & Associates,C+,a,26.311629999999997,33.58078
2016,President,Utah,Ipsos,A-,lv,31.80852,47.59768
2016,President,Ohio,Quinnipiac University,A-,rv,40.34827,41.7126
2016,President,North Carolina,Public Policy Polling,B+,v,41.76505,42.76096
2016,President,Utah,Google Consumer Surveys,B,lv,31.508540000000004,29.51969
2016,President,Utah,Google Consumer Surveys,B,lv,35.114020000000004,32.06368
2016,President,Florida,Public Policy Polling,B+,v,45.9486,45.88163
2016,President,North Carolina,Public Policy Polling,B+,v,45.27212,46.70858
2016,President,Wisconsin,Marquette University,A,lv,48.413070000000005,38.42244
2016,President,California,SurveyUSA,A,lv,57.0207,25.89826
2016,President,Florida,Marist College,A,rv,47.09215,44.50905
2016,President,Florida,Public Policy Polling,B+,v,42.251909999999995,44.82745
2016,President,Utah,Ipsos,A-,lv,31.30967,44.82833
2016,President,Utah,Ipsos,A-,lv,27.889940000000003,46.33238
2016,President,Florida,Marist College,A,rv,43.34972,41.94126
2016,President,Pennsylvania,Public Policy Polling,B+,v,46.34782,43.79501
2016,President,California,Public Policy Institute of California,A,lv,50.701840000000004,33.01919
2016,President,Utah,Google Consumer Surveys,B,lv,29.55975,37.183240000000005
2016,President,Ohio,Quinnipiac University,A-,rv,41.47736,45.24168
2016,President,Arizona,Ipsos,A-,lv,40.54091,45.02243
